"donor_id","donated","age","gender","marital_status","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","median_gift","days_since_first_gift","recency","frequency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","distance_to_office","gender_F","gender_M","income_low","income_medium","income_high","income_veryhigh","age_disc","balance_disc","mean_gift_disc","max_gift_disc","recency_disc"
4470,0,60,"M","Married",926.71,"High","High School",1,109.38,141.93,84.11,125.66,1787,894,0.204252937884723,6,3,1,0,"Tiranë","Urban",7.6,0,1,0,0,1,0,"age_3","balance_2","mean_gift_5","max_gift_5","recency_5"
4471,1,78,"M","Married",2359.22,"Low","High School",1,11.48,28.52,3.56,20,671,261,0.543964232488823,6,9,0,0,"Tiranë","Urban",42,0,1,1,0,0,0,"age_5","balance_5","mean_gift_1","max_gift_1","recency_2"
4472,0,60,"M","Married",0,"Medium","High School",2,12.62,21.54,9,17.08,1236,973,0.590614886731392,7,5,0,1,"Vlorë","Suburban",29.8,0,1,0,1,0,0,"age_3","balance_1","mean_gift_1","max_gift_1","recency_5"
4473,1,51,"F","Widowed",1754.06,"Medium","Bachelor",4,12.5,20.72,5.16,16.61,1489,554,0.980523841504365,10,3,0,1,"Other","Urban",30.4,1,0,0,1,0,0,"age_3","balance_4","mean_gift_1","max_gift_1","recency_4"
4475,1,36,"M","Married",990.51,"Medium","Bachelor",1,37,52.35,16.08,44.67,1433,90,0.254710397766923,12,7,0,1,"Durrës","Rural",12.6,0,1,0,1,0,0,"age_1","balance_2","mean_gift_3","max_gift_2","recency_1"
4476,1,67,"F","Single",1946.6,"High","Master",3,52.83,96.13,16.04,74.48,1969,261,0.556119857795835,10,8,0,1,"Tiranë","Urban",42.1,1,0,0,0,1,0,"age_4","balance_4","mean_gift_4","max_gift_4","recency_2"
4477,1,48,"M","Single",2146.9,"High","PhD",1,16.47,21.65,11.3,19.06,1236,758,0.295307443365696,12,2,0,1,"Tiranë","Urban",20.8,0,1,0,0,1,0,"age_2","balance_4","mean_gift_1","max_gift_1","recency_5"
4479,1,59,"F","Divorced",2838.01,"Low","High School",3,28.72,45.19,10.3,36.95,830,329,1.31927710843373,5,5,1,1,"Other","Urban",2.1,1,0,1,0,0,0,"age_3","balance_5","mean_gift_2","max_gift_2","recency_2"
4482,1,53,"F","Married",2990.35,"High","High School",3,14.68,26.52,10,20.6,684,595,1.60087719298246,13,3,0,1,"Durrës","Urban",5,1,0,0,0,1,0,"age_3","balance_5","mean_gift_1","max_gift_1","recency_4"
4483,0,47,"F","Married",1515.12,"Low","High School",2,11.28,14.04,8.21,12.66,2049,662,0.356271351878965,7,2,1,0,"Tiranë","Urban",36.7,1,0,1,0,0,0,"age_2","balance_3","mean_gift_1","max_gift_1","recency_4"
4484,1,66,"M","Married",2474.18,"Very High","Bachelor",4,51.9,71.25,20.55,61.58,351,351,4,8,7,0,0,"Vlorë","Suburban",16.8,0,1,0,0,0,1,"age_4","balance_5","mean_gift_4","max_gift_3","recency_3"
4486,1,65,"F","Married",3237.14,"High","High School",0,0,0,0,0,NA,NA,0,10,4,0,1,"Tiranë","Suburban",48.2,1,0,0,0,1,0,"age_4","balance_5",NA,NA,NA
4488,0,34,"M","Single",2160.43,"High","Bachelor",0,0,0,0,0,NA,NA,0,10,4,0,0,"Durrës","Suburban",31.9,0,1,0,0,1,0,"age_1","balance_4",NA,NA,NA
4489,1,55,"F","Married",1721.23,"Low","Master",1,43.22,64.17,20.52,53.7,799,374,0.456821026282854,11,4,0,1,"Shkodër","Urban",43.1,1,0,1,0,0,0,"age_3","balance_4","mean_gift_3","max_gift_3","recency_3"
4490,1,73,"M","Married",1372.94,"Very High","Bachelor",3,27.63,43.66,15.01,35.64,1012,425,1.08201581027668,4,3,0,1,"Other","Suburban",40.5,0,1,0,0,0,1,"age_5","balance_3","mean_gift_2","max_gift_2","recency_3"
4491,1,81,"F","Married",787.63,"Medium","Bachelor",1,22.78,41.82,17.67,32.3,1550,357,0.235483870967742,8,3,0,1,"Durrës","Urban",4.3,1,0,0,1,0,0,"age_5","balance_1","mean_gift_2","max_gift_2","recency_3"
4492,0,35,"F","Divorced",1429.02,"Low","Bachelor",0,0,0,0,0,NA,NA,0,4,7,0,1,"Vlorë","Rural",1.7,1,0,1,0,0,0,"age_1","balance_3",NA,NA,NA
4494,1,57,"F","Married",2578,"High","Master",1,18.51,36.41,6.69,27.46,1289,509,0.283165244375485,13,3,0,0,"Other","Urban",32.8,1,0,0,0,1,0,"age_3","balance_5","mean_gift_1","max_gift_2","recency_3"
4499,0,67,"F","Widowed",689.83,"High","Bachelor",0,0,0,0,0,NA,NA,0,7,2,0,1,"Durrës","Urban",4.5,1,0,0,0,1,0,"age_4","balance_1",NA,NA,NA
4500,0,27,"F","Widowed",1392.53,"Low","Bachelor",3,42.31,71.55,12.9,56.93,2861,638,0.382733310031457,6,6,0,0,"Vlorë","Urban",17.6,1,0,1,0,0,0,"age_1","balance_3","mean_gift_3","max_gift_3","recency_4"
4504,1,45,"M","Widowed",1817.36,"High","Bachelor",3,20.8,37.57,11.2,29.19,1704,880,0.642605633802817,10,3,0,1,"Elbasan","Urban",14.8,0,1,0,0,1,0,"age_2","balance_4","mean_gift_2","max_gift_2","recency_5"
4508,1,44,"F","Single",449.76,"Medium","Bachelor",6,35.61,53.59,24.69,44.6,2297,64,0.953417501088376,4,6,0,1,"Tiranë","Suburban",2,1,0,0,1,0,0,"age_2","balance_1","mean_gift_3","max_gift_2","recency_1"
4509,1,43,"M","Widowed",1420.33,"Low","Bachelor",3,73.41,176.41,40.99,124.91,1855,349,0.590296495956873,8,5,0,0,"Tiranë","Urban",43.4,0,1,1,0,0,0,"age_2","balance_3","mean_gift_4","max_gift_5","recency_3"
4510,0,68,"M","Married",756.05,"Medium","Bachelor",0,0,0,0,0,NA,NA,0,8,5,0,1,"Tiranë","Suburban",51.3,0,1,0,1,0,0,"age_4","balance_1",NA,NA,NA
4514,1,71,"M","Married",1714.89,"Medium","Bachelor",4,41.81,97.82,31,69.82,2338,550,0.624465355004277,11,1,0,0,"Durrës","Urban",9.4,0,1,0,1,0,0,"age_5","balance_4","mean_gift_3","max_gift_4","recency_4"
4516,0,86,"F","Single",515.52,"Medium","Master",2,28.53,32.63,10.8,30.58,1066,536,0.684803001876173,5,3,0,1,"Durrës","Urban",25.7,1,0,0,1,0,0,"age_5","balance_1","mean_gift_2","max_gift_1","recency_4"
4518,1,66,"F","Married",806.74,"Low","Bachelor",2,19.67,48.53,10.3,34.1,819,393,0.891330891330891,10,5,1,1,"Shkodër","Suburban",4.3,1,0,1,0,0,0,"age_4","balance_1","mean_gift_1","max_gift_2","recency_3"
4520,1,78,"F","Single",1704.77,"Medium","Master",1,55.33,85.28,39.62,70.31,2452,110,0.148858075040783,11,6,0,0,"Tiranë","Urban",9.9,1,0,0,1,0,0,"age_5","balance_4","mean_gift_4","max_gift_3","recency_1"
4523,0,61,"F","Married",1370.24,"Very High","Bachelor",2,64.69,71.33,23.52,68.01,1361,52,0.536370315944159,5,7,0,0,"Shkodër","Suburban",21.6,1,0,0,0,0,1,"age_4","balance_3","mean_gift_4","max_gift_3","recency_1"
4524,1,52,"M","Divorced",389.21,"Medium","High School",1,112.65,225.24,52.36,168.94,373,373,0.978552278820375,9,5,0,1,"Tiranë","Urban",35.4,0,1,0,1,0,0,"age_3","balance_1","mean_gift_5","max_gift_5","recency_3"
4525,1,70,"F","Married",2465.87,"Low","Bachelor",3,11.06,11.55,8.59,11.3,801,801,1.36704119850187,10,2,0,0,"Other","Urban",59.8,1,0,1,0,0,0,"age_4","balance_5","mean_gift_1","max_gift_1","recency_5"
4526,1,59,"F","Married",1026.69,"Medium","Master",2,15.95,29.06,10.18,22.5,1901,227,0.38400841662283,7,5,0,0,"Durrës","Suburban",11.3,1,0,0,1,0,0,"age_3","balance_2","mean_gift_1","max_gift_1","recency_2"
4527,1,62,"F","Divorced",2524.62,"Low","Master",1,62.06,102.89,24.74,82.47,2390,509,0.152719665271967,7,3,0,1,"Tiranë","Rural",54.9,1,0,1,0,0,0,"age_4","balance_5","mean_gift_4","max_gift_4","recency_3"
4528,1,79,"M","Married",2528.81,"Medium","PhD",1,4.23,5.88,1.27,5.06,1254,660,0.291068580542265,7,1,0,1,"Tiranë","Rural",22.8,0,1,0,1,0,0,"age_5","balance_5","mean_gift_1","max_gift_1","recency_4"
4530,1,44,"F","Single",1750.18,"High","PhD",5,124.48,302.79,58,213.64,2012,892,0.907057654075547,7,5,0,1,"Tiranë","Urban",30.8,1,0,0,0,1,0,"age_2","balance_4","mean_gift_5","max_gift_5","recency_5"
4531,0,42,"M","Married",1906.65,"High","PhD",2,25.15,56.11,7.78,40.63,1531,463,0.476812540822992,8,7,0,0,"Vlorë","Urban",19.9,0,1,0,0,1,0,"age_2","balance_4","mean_gift_2","max_gift_2","recency_3"
4532,1,39,"M","Single",2194.89,"High","Bachelor",2,9.5,20.63,5.5,15.06,1358,936,0.537555228276878,9,6,0,1,"Other","Urban",33.6,0,1,0,0,1,0,"age_1","balance_5","mean_gift_1","max_gift_1","recency_5"
4533,0,56,"M","Married",907.45,"Medium","Bachelor",5,21.69,46.48,10.77,34.08,2313,477,0.789018590575011,8,3,0,0,"Shkodër","Urban",16,0,1,0,1,0,0,"age_3","balance_2","mean_gift_2","max_gift_2","recency_3"
4536,1,78,"F","Single",2173.22,"High","High School",2,39.01,82.27,26.62,60.64,1423,176,0.513000702740689,11,9,0,1,"Tiranë","Urban",60.8,1,0,0,0,1,0,"age_5","balance_4","mean_gift_3","max_gift_3","recency_1"
4537,1,43,"F","Married",993.47,"Medium","Bachelor",3,107.91,198.29,80.88,153.1,2292,966,0.477748691099476,6,8,0,0,"Other","Rural",51.5,1,0,0,1,0,0,"age_2","balance_2","mean_gift_5","max_gift_5","recency_5"
4539,1,61,"M","Married",1373.71,"High","Bachelor",2,34.15,54.03,14.87,44.09,218,218,2,7,8,0,0,"Other","Urban",25.2,0,1,0,0,1,0,"age_4","balance_3","mean_gift_2","max_gift_2","recency_2"
4543,1,36,"F","Married",2197.71,"High","Bachelor",1,50.35,116.31,26.95,83.33,701,701,0.520684736091298,11,10,0,1,"Durrës","Suburban",26.3,1,0,0,0,1,0,"age_1","balance_5","mean_gift_3","max_gift_4","recency_4"
4546,1,53,"M","Single",1941.11,"Low","Bachelor",4,21.3,24.36,13.27,22.83,2227,587,0.655590480466996,14,9,1,0,"Elbasan","Urban",15,0,1,1,0,0,0,"age_3","balance_4","mean_gift_2","max_gift_1","recency_4"
4547,1,49,"F","Married",2594.65,"Low","High School",1,58.33,75.45,36.15,66.89,2985,620,0.122278056951424,7,3,0,0,"Durrës","Urban",31.6,1,0,1,0,0,0,"age_2","balance_5","mean_gift_4","max_gift_3","recency_4"
4548,0,81,"M","Single",1832.1,"Low","High School",6,53.79,90.49,36.86,72.14,2854,549,0.767344078486335,8,3,0,1,"Vlorë","Suburban",49,0,1,1,0,0,0,"age_5","balance_4","mean_gift_4","max_gift_4","recency_4"
4552,1,54,"M","Single",2594.59,"Medium","Bachelor",2,57.79,107.23,38.32,82.51,411,411,1.77615571776156,7,3,0,1,"Shkodër","Urban",48.9,0,1,0,1,0,0,"age_3","balance_5","mean_gift_4","max_gift_4","recency_3"
4553,0,29,"F","Divorced",854.32,"Medium","High School",4,3.53,6.7,1.66,5.12,1644,232,0.888077858880779,10,7,1,0,"Tiranë","Urban",48.5,1,0,0,1,0,0,"age_1","balance_2","mean_gift_1","max_gift_1","recency_2"
4556,1,46,"F","Married",1595.14,"Medium","Bachelor",2,58.61,83.44,33.68,71.03,372,248,1.96236559139785,9,5,1,1,"Durrës","Suburban",10,1,0,0,1,0,0,"age_2","balance_3","mean_gift_4","max_gift_3","recency_2"
4558,1,59,"M","Widowed",1991.91,"Very High","Master",4,22.82,50.36,17.31,36.59,1536,146,0.950520833333333,11,4,0,1,"Tiranë","Urban",70.7,0,1,0,0,0,1,"age_3","balance_4","mean_gift_2","max_gift_2","recency_1"
4559,1,57,"F","Married",509.47,"High","Master",7,75.96,100.27,44.56,88.11,555,399,4.6036036036036,6,11,0,1,"Tiranë","Urban",59,1,0,0,0,1,0,"age_3","balance_1","mean_gift_4","max_gift_4","recency_3"
4561,1,82,"F","Married",922.7,"Very High","High School",3,120.15,256.25,83.66,188.2,1311,267,0.835240274599542,9,6,0,1,"Tiranë","Rural",50.9,1,0,0,0,0,1,"age_5","balance_2","mean_gift_5","max_gift_5","recency_2"
4563,0,55,"F","Single",546.26,"Medium","Bachelor",1,50.77,77.73,24.01,64.25,177,177,1,12,4,0,0,"Other","Suburban",43.1,1,0,0,1,0,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_1"
4564,0,38,"F","Single",897.99,"Medium","Bachelor",2,35.3,64.13,18.05,49.71,1159,971,0.629853321829163,5,6,0,0,"Tiranë","Suburban",84.8,1,0,0,1,0,0,"age_1","balance_2","mean_gift_3","max_gift_3","recency_5"
4565,0,43,"F","Married",134.63,"Medium","High School",3,36.71,40.12,15.24,38.42,839,243,1.30512514898689,4,2,0,1,"Vlorë","Urban",38,1,0,0,1,0,0,"age_2","balance_1","mean_gift_3","max_gift_2","recency_2"
4566,0,29,"M","Married",1612.4,"High","High School",3,48.21,94.07,17.92,71.14,2589,872,0.422943221320973,8,3,0,0,"Vlorë","Urban",41.9,0,1,0,0,1,0,"age_1","balance_3","mean_gift_3","max_gift_4","recency_5"
4567,1,67,"F","Widowed",2579.56,"Low","High School",5,60.94,96.07,45.3,78.5,2955,337,0.617597292724196,5,4,0,1,"Elbasan","Rural",30,1,0,1,0,0,0,"age_4","balance_5","mean_gift_4","max_gift_4","recency_2"
4568,0,51,"M","Divorced",1650.32,"Medium","High School",3,28.48,37.17,13.46,32.83,1468,986,0.74591280653951,12,9,1,1,"Durrës","Urban",45.4,0,1,0,1,0,0,"age_3","balance_3","mean_gift_2","max_gift_2","recency_5"
4570,0,51,"M","Divorced",914.26,"High","Master",2,9.01,9.09,6.05,9.05,879,442,0.830489192263936,10,8,1,0,"Elbasan","Urban",20,0,1,0,0,1,0,"age_3","balance_2","mean_gift_1","max_gift_1","recency_3"
4571,1,29,"F","Divorced",408.11,"Low","Master",2,35.6,58.77,26.68,47.19,1394,293,0.523672883787661,9,7,0,1,"Tiranë","Suburban",59.1,1,0,1,0,0,0,"age_1","balance_1","mean_gift_3","max_gift_3","recency_2"
4572,0,36,"M","Married",1509.89,"High","Master",3,28,35.61,10.85,31.8,2432,902,0.450246710526316,6,1,1,0,"Tiranë","Urban",35.7,0,1,0,0,1,0,"age_1","balance_3","mean_gift_2","max_gift_2","recency_5"
4574,1,41,"F","Married",1133.38,"High","Bachelor",6,49.46,62.11,27.8,55.78,2710,648,0.808118081180812,13,5,0,0,"Durrës","Suburban",24.4,1,0,0,0,1,0,"age_2","balance_2","mean_gift_3","max_gift_3","recency_4"
4575,0,29,"M","Single",1091.95,"Medium","High School",4,30.54,33.66,15.35,32.1,521,422,2.80230326295585,8,5,0,0,"Vlorë","Urban",48.7,0,1,0,1,0,0,"age_1","balance_2","mean_gift_2","max_gift_1","recency_3"
4576,0,26,"M","Single",223.47,"Low","Bachelor",1,11.34,21.29,7.14,16.31,755,742,0.483443708609272,13,2,0,1,"Vlorë","Urban",33.2,0,1,1,0,0,0,"age_1","balance_1","mean_gift_1","max_gift_1","recency_4"
4577,1,44,"M","Married",1633.39,"Medium","Bachelor",1,94.59,107.62,29.02,101.11,720,720,0.506944444444444,12,8,0,1,"Vlorë","Suburban",9.9,0,1,0,1,0,0,"age_2","balance_3","mean_gift_5","max_gift_4","recency_4"
4578,1,61,"M","Married",2022.5,"High","High School",2,79.12,112.59,53.63,95.86,170,113,2,7,6,0,0,"Tiranë","Suburban",12.4,0,1,0,0,1,0,"age_4","balance_4","mean_gift_5","max_gift_4","recency_1"
4579,0,49,"M","Married",1147.64,"Medium","Bachelor",1,41.26,56.72,19.76,48.99,475,475,0.768421052631579,8,7,0,1,"Elbasan","Rural",13,0,1,0,1,0,0,"age_2","balance_2","mean_gift_3","max_gift_2","recency_3"
4580,1,45,"F","Single",2799.14,"Medium","High School",4,103.33,169.41,69.88,136.37,2092,920,0.697896749521989,12,4,0,0,"Shkodër","Urban",34,1,0,0,1,0,0,"age_2","balance_5","mean_gift_5","max_gift_5","recency_5"
4581,0,54,"F","Single",1694.04,"Very High","High School",1,13.38,32.82,10.35,23.1,1211,602,0.301403798513625,5,5,0,1,"Durrës","Urban",20.8,1,0,0,0,0,1,"age_3","balance_3","mean_gift_1","max_gift_1","recency_4"
4583,1,72,"F","Divorced",2165.96,"Medium","Bachelor",3,27.54,38.48,21.31,33.01,520,520,2.10576923076923,7,4,0,0,"Vlorë","Urban",58.7,1,0,0,1,0,0,"age_5","balance_4","mean_gift_2","max_gift_2","recency_3"
4585,1,53,"M","Married",1265.88,"Medium","High School",4,53.58,120.59,23.89,87.09,1685,543,0.86646884272997,11,8,0,1,"Durrës","Suburban",19.4,0,1,0,1,0,0,"age_3","balance_2","mean_gift_4","max_gift_4","recency_4"
4586,1,48,"M","Married",502.3,"Medium","Master",4,104.05,176.72,45.29,140.38,565,344,2.58407079646018,5,9,0,1,"Durrës","Rural",8.2,0,1,0,1,0,0,"age_2","balance_1","mean_gift_5","max_gift_5","recency_2"
4588,1,53,"M","Married",2658,"Low","High School",5,135.3,307.17,65.63,221.24,2858,849,0.638558432470259,5,2,0,1,"Vlorë","Urban",2.1,0,1,1,0,0,0,"age_3","balance_5","mean_gift_5","max_gift_5","recency_5"
4590,1,81,"M","Married",144.31,"High","PhD",4,64.99,96.95,22.08,80.97,2401,498,0.60807996668055,6,4,0,0,"Tiranë","Urban",29.5,0,1,0,0,1,0,"age_5","balance_1","mean_gift_4","max_gift_4","recency_3"
4591,1,59,"M","Divorced",2644.43,"Medium","High School",3,49,118.71,38.74,83.85,2022,203,0.541543026706231,10,8,0,0,"Other","Suburban",20.9,0,1,0,1,0,0,"age_3","balance_5","mean_gift_3","max_gift_4","recency_2"
4592,1,20,"F","Widowed",1203.27,"High","Bachelor",2,41.84,89.76,27.34,65.8,2114,505,0.345316934720908,7,3,1,0,"Shkodër","Urban",55.2,1,0,0,0,1,0,"age_1","balance_2","mean_gift_3","max_gift_4","recency_3"
4599,1,45,"M","Widowed",387.47,"Low","High School",2,67.9,125.51,25.13,96.71,565,210,1.29203539823009,6,2,0,0,"Elbasan","Urban",32.7,0,1,1,0,0,0,"age_2","balance_1","mean_gift_4","max_gift_4","recency_2"
4601,0,34,"M","Single",464.61,"Medium","Bachelor",2,156.55,271.5,122.46,214.02,2705,977,0.269870609981516,7,10,0,0,"Tiranë","Urban",15.7,0,1,0,1,0,0,"age_1","balance_1","mean_gift_5","max_gift_5","recency_5"
4602,1,48,"M","Married",1268.65,"High","Bachelor",4,94.75,136.68,37.53,115.72,1556,888,0.938303341902314,7,7,1,0,"Shkodër","Urban",30.4,0,1,0,0,1,0,"age_2","balance_2","mean_gift_5","max_gift_5","recency_5"
4603,0,29,"F","Single",1003.07,"Medium","Master",0,0,0,0,0,NA,NA,0,8,0,0,0,"Elbasan","Urban",34.1,1,0,0,1,0,0,"age_1","balance_2",NA,NA,NA
4604,1,50,"F","Widowed",364.87,"Low","Bachelor",1,104.22,185.83,61.39,145.02,1482,881,0.246288798920378,9,3,0,1,"Elbasan","Suburban",16.9,1,0,1,0,0,0,"age_2","balance_1","mean_gift_5","max_gift_5","recency_5"
4606,1,58,"F","Married",2910.1,"Medium","High School",3,85.92,137.56,64.96,111.74,2371,256,0.461830451286377,8,5,0,0,"Tiranë","Urban",33,1,0,0,1,0,0,"age_3","balance_5","mean_gift_5","max_gift_5","recency_2"
4607,1,64,"M","Widowed",1807.05,"Low","Bachelor",1,117.04,200.6,76.13,158.82,1680,323,0.217261904761905,8,6,0,1,"Tiranë","Urban",10.6,0,1,1,0,0,0,"age_4","balance_4","mean_gift_5","max_gift_5","recency_2"
4608,1,60,"M","Married",1254.09,"Medium","Bachelor",6,57.47,142.68,28.55,100.08,1997,60,1.09664496745118,11,4,0,0,"Shkodër","Rural",25.9,0,1,0,1,0,0,"age_3","balance_2","mean_gift_4","max_gift_5","recency_1"
4610,0,58,"F","Married",380.88,"High","Master",1,80.69,138.82,46.91,109.75,1973,634,0.18499746578814,12,3,0,1,"Durrës","Urban",5.8,1,0,0,0,1,0,"age_3","balance_1","mean_gift_5","max_gift_5","recency_4"
4611,1,43,"M","Single",1404.26,"Medium","Bachelor",3,21.56,26.38,14.19,23.97,748,748,1.46390374331551,6,1,0,0,"Other","Suburban",21.3,0,1,0,1,0,0,"age_2","balance_3","mean_gift_2","max_gift_1","recency_5"
4612,1,51,"F","Single",2206,"Very High","High School",4,45.7,51.22,34.64,48.46,176,176,4,8,6,1,0,"Tiranë","Suburban",48.6,1,0,0,0,0,1,"age_3","balance_5","mean_gift_3","max_gift_2","recency_1"
4613,1,79,"M","Single",971.94,"Low","High School",4,4.13,9.01,2.66,6.57,1459,408,1.00068540095956,8,6,0,1,"Shkodër","Rural",0.9,0,1,1,0,0,0,"age_5","balance_2","mean_gift_1","max_gift_1","recency_3"
4616,1,36,"M","Single",537.69,"High","Master",2,71.3,163.65,29.66,117.47,1871,78,0.390165686798503,11,5,0,1,"Tiranë","Urban",59.8,0,1,0,0,1,0,"age_1","balance_1","mean_gift_4","max_gift_5","recency_1"
4617,1,61,"F","Single",503.07,"Medium","High School",3,92.48,160.91,63.43,126.69,395,395,2.77215189873418,6,7,0,1,"Shkodër","Urban",22.5,1,0,0,1,0,0,"age_4","balance_1","mean_gift_5","max_gift_5","recency_3"
4619,0,35,"F","Married",1198.5,"Low","High School",1,34.75,59.88,12.21,47.31,880,284,0.414772727272727,4,12,0,1,"Durrës","Suburban",27.4,1,0,1,0,0,0,"age_1","balance_2","mean_gift_2","max_gift_3","recency_2"
4620,1,75,"M","Single",1945.18,"High","Bachelor",2,79.29,167.22,39.21,123.25,1476,802,0.494579945799458,3,8,0,0,"Vlorë","Urban",45.6,0,1,0,0,1,0,"age_5","balance_4","mean_gift_5","max_gift_5","recency_5"
4621,1,27,"M","Married",0,"High","High School",2,63.77,118.38,36.84,91.08,1398,545,0.522174535050071,12,5,0,1,"Tiranë","Suburban",55.9,0,1,0,0,1,0,"age_1","balance_1","mean_gift_4","max_gift_4","recency_4"
4622,1,51,"F","Divorced",2272.91,"High","Bachelor",6,45.47,83.41,35.91,64.44,667,667,3.28335832083958,11,4,1,1,"Vlorë","Urban",30.9,1,0,0,0,1,0,"age_3","balance_5","mean_gift_3","max_gift_3","recency_4"
4623,1,79,"M","Married",3983.35,"Medium","High School",3,25.06,41.42,11.19,33.24,2590,847,0.422779922779923,5,8,0,0,"Tiranë","Rural",18.7,0,1,0,1,0,0,"age_5","balance_5","mean_gift_2","max_gift_2","recency_5"
4624,1,56,"M","Single",1407.35,"Medium","Bachelor",1,110.4,252.45,79.92,181.43,2330,310,0.156652360515021,7,6,0,1,"Tiranë","Urban",28,0,1,0,1,0,0,"age_3","balance_3","mean_gift_5","max_gift_5","recency_2"
4625,1,67,"M","Married",1146.33,"Medium","Master",2,14.89,24.13,5.71,19.51,1055,224,0.691943127962085,11,4,0,0,"Elbasan","Suburban",13.1,0,1,0,1,0,0,"age_4","balance_2","mean_gift_1","max_gift_1","recency_2"
4626,0,53,"M","Married",1165.92,"Low","Bachelor",2,15.97,25.58,12.02,20.77,707,338,1.03253182461103,3,5,0,1,"Tiranë","Urban",5.4,0,1,1,0,0,0,"age_3","balance_2","mean_gift_1","max_gift_1","recency_2"
4627,1,41,"F","Divorced",1652.74,"Medium","High School",3,28.33,39.98,13.22,34.16,1195,544,0.916317991631799,9,7,0,0,"Tiranë","Suburban",46.7,1,0,0,1,0,0,"age_2","balance_3","mean_gift_2","max_gift_2","recency_4"
4631,1,32,"M","Married",1457.38,"Very High","High School",0,0,0,0,0,NA,NA,0,7,4,0,1,"Tiranë","Urban",1.2,0,1,0,0,0,1,"age_1","balance_3",NA,NA,NA
4632,1,61,"M","Married",2227.88,"Medium","Master",2,56.47,92.49,42.24,74.48,1002,965,0.728542914171657,9,7,0,0,"Vlorë","Urban",24.1,0,1,0,1,0,0,"age_4","balance_5","mean_gift_4","max_gift_4","recency_5"
4635,1,73,"M","Widowed",1063.7,"Low","Master",5,24.23,38.73,8.08,31.48,2797,14,0.652484805148373,6,5,0,1,"Other","Urban",34.8,0,1,1,0,0,0,"age_5","balance_2","mean_gift_2","max_gift_2","recency_1"
4638,0,58,"F","Single",849.91,"Low","Bachelor",6,20.05,29.24,13.56,24.64,1297,913,1.68851195065536,8,3,0,0,"Durrës","Suburban",43.4,1,0,1,0,0,0,"age_3","balance_2","mean_gift_1","max_gift_1","recency_5"
4639,1,48,"F","Single",2411.54,"Medium","Master",3,41.01,51.45,29.48,46.23,1069,652,1.02432179607109,3,7,0,1,"Other","Urban",18.7,1,0,0,1,0,0,"age_2","balance_5","mean_gift_3","max_gift_2","recency_4"
4640,1,42,"M","Divorced",1611.2,"Medium","Bachelor",3,15.42,20.07,10.59,17.75,2279,116,0.48047389205792,12,4,1,0,"Tiranë","Urban",49,0,1,0,1,0,0,"age_2","balance_3","mean_gift_1","max_gift_1","recency_1"
4644,1,85,"M","Single",1262.9,"Low","High School",2,43.08,91.84,14.35,67.46,1061,555,0.688030160226202,10,7,0,0,"Vlorë","Rural",27.7,0,1,1,0,0,0,"age_5","balance_2","mean_gift_3","max_gift_4","recency_4"
4645,0,30,"M","Single",689.87,"High","High School",3,27.97,37.1,9.1,32.53,2725,677,0.401834862385321,9,7,0,1,"Durrës","Urban",36,0,1,0,0,1,0,"age_1","balance_1","mean_gift_2","max_gift_2","recency_4"
4648,1,69,"M","Married",1538.65,"Medium","PhD",2,41.06,97.65,28.66,69.36,1450,535,0.503448275862069,10,1,0,1,"Tiranë","Rural",17.1,0,1,0,1,0,0,"age_4","balance_3","mean_gift_3","max_gift_4","recency_4"
4650,1,38,"M","Divorced",1794.09,"Low","Bachelor",5,24.08,40.81,10.97,32.44,233,233,5,6,4,0,1,"Vlorë","Urban",46.4,0,1,1,0,0,0,"age_1","balance_4","mean_gift_2","max_gift_2","recency_2"
4654,1,72,"M","Married",1221.01,"Medium","Master",1,29.72,66.45,20.12,48.08,180,180,1,8,6,0,0,"Shkodër","Suburban",1.3,0,1,0,1,0,0,"age_5","balance_2","mean_gift_2","max_gift_3","recency_1"
4656,1,53,"F","Divorced",717.53,"High","Bachelor",0,0,0,0,0,NA,NA,0,8,5,0,1,"Durrës","Suburban",12.5,1,0,0,0,1,0,"age_3","balance_1",NA,NA,NA
4657,0,95,"M","Single",1383.81,"High","Bachelor",2,40.06,43.53,13.39,41.8,2883,806,0.253208463406174,9,8,0,0,"Tiranë","Rural",18.6,0,1,0,0,1,0,"age_5","balance_3","mean_gift_3","max_gift_2","recency_5"
4659,1,48,"M","Married",2040.26,"Medium","Bachelor",5,9.84,16.02,7.7,12.93,148,148,5,12,6,0,0,"Durrës","Suburban",45.8,0,1,0,1,0,0,"age_2","balance_4","mean_gift_1","max_gift_1","recency_1"
4663,1,55,"M","Married",2654.59,"High","Bachelor",3,44.63,52.46,33.6,48.55,1018,693,1.07563850687623,5,5,0,1,"Vlorë","Urban",20.9,0,1,0,0,1,0,"age_3","balance_5","mean_gift_3","max_gift_2","recency_4"
4665,1,64,"F","Married",1193.54,"Medium","High School",0,0,0,0,0,NA,NA,0,15,4,0,1,"Durrës","Urban",21.6,1,0,0,1,0,0,"age_4","balance_2",NA,NA,NA
