"donor_id","age","gender","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","recency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","gender_F","income_low","income_medium","income_high"
12497,48,"M",2646.01,"Low","Master",0,0,0,0,NA,8,5,0,0,"Durrës","Urban",0,1,0,0
12498,67,"M",303.32,"Medium","Bachelor",5,19.07,39.07,10.48,720,6,5,0,0,"Tiranë","Urban",0,0,1,0
12499,45,"F",2241.68,"Low","High School",1,60.43,79.97,46.18,227,7,9,0,1,"Durrës","Rural",1,1,0,0
12500,55,"F",1330.9,"Low","Bachelor",0,0,0,0,NA,11,7,0,1,"Other","Urban",1,1,0,0
12501,48,"M",2150.79,"Low","Bachelor",3,73.96,103.18,48.95,917,8,9,1,1,"Elbasan","Urban",0,1,0,0
12502,44,"M",885.65,"Very High","Master",2,65.64,85.05,21.46,299,10,1,0,0,"Other","Suburban",0,0,0,0
12503,56,"M",1698.06,"Very High","High School",4,23.01,31.42,18.28,355,5,5,0,1,"Shkodër","Urban",0,0,0,0
12504,55,"M",980.87,"Medium","Master",1,10.8,21.41,4.42,826,10,4,0,0,"Vlorë","Rural",0,0,1,0
12505,63,"M",475.53,"Medium","High School",0,0,0,0,NA,7,5,0,1,"Shkodër","Suburban",0,0,1,0
12506,65,"F",1766.85,"High","High School",3,34.36,41.78,22.91,316,15,3,0,0,"Tiranë","Suburban",1,0,0,1
12507,72,"M",1729.41,"High","High School",0,0,0,0,NA,13,4,0,1,"Tiranë","Urban",0,0,0,1
12508,33,"M",1437.63,"Medium","Bachelor",2,9.44,14.55,3.59,36,7,11,1,1,"Durrës","Urban",0,0,1,0
12509,60,"M",2343.11,"Medium","High School",4,39.98,77.9,18.77,434,13,3,0,1,"Shkodër","Urban",0,0,1,0
12510,46,"M",1318.2,"Medium","Master",1,71.74,143.81,54.47,264,10,3,0,1,"Other","Urban",0,0,1,0
12511,65,"M",689.43,"Very High","High School",2,17.01,29.32,5.71,852,3,3,0,1,"Durrës","Urban",0,0,0,0
12512,39,"F",2730.8,"Low","High School",4,51.25,105.58,22.5,285,3,6,0,0,"Tiranë","Urban",1,1,0,0
12513,70,"M",1592.27,"High","High School",1,6.86,13.48,5.37,925,3,3,0,0,"Durrës","Suburban",0,0,0,1
12514,67,"M",1312.2,"Medium","Bachelor",3,76.48,139.54,43.89,701,12,4,0,0,"Vlorë","Urban",0,0,1,0
12515,58,"F",2970.59,"High","Master",3,36.75,62.28,14.14,170,11,8,1,0,"Tiranë","Suburban",1,0,0,1
12516,55,"F",1194.52,"Medium","Master",1,24.57,49.74,19.14,351,12,5,1,1,"Tiranë","Urban",1,0,1,0
12517,49,"M",1055.01,"Low","Bachelor",1,18.07,43.81,11.6,959,8,3,0,1,"Elbasan","Suburban",0,1,0,0
12518,79,"M",1564.73,"Medium","Master",2,103.98,180.77,31.7,367,9,10,0,1,"Vlorë","Suburban",0,0,1,0
12519,58,"M",254.05,"Medium","Master",2,36.54,38.69,23.15,541,6,3,0,1,"Elbasan","Urban",0,0,1,0
12520,39,"F",2741.41,"Medium","PhD",3,37.31,50.83,21.47,932,10,6,0,0,"Other","Urban",1,0,1,0
12521,53,"M",1162.81,"Medium","Bachelor",1,36.28,44.61,13.29,494,8,4,0,1,"Shkodër","Urban",0,0,1,0
12522,64,"M",1493.98,"High","Bachelor",0,0,0,0,NA,11,6,0,1,"Vlorë","Rural",0,0,0,1
12523,67,"M",1056.07,"Medium","Bachelor",1,70.19,149.89,54.7,161,6,5,0,0,"Vlorë","Suburban",0,0,1,0
12524,53,"F",1020.06,"Low","Bachelor",2,44.64,111.11,19.84,188,4,6,1,0,"Tiranë","Urban",1,1,0,0
12525,46,"F",2457.3,"Low","PhD",2,21.56,38.02,8.54,384,3,5,0,0,"Other","Urban",1,1,0,0
12526,65,"M",188.84,"Medium","High School",3,39.28,82.76,24.76,23,9,5,0,1,"Other","Suburban",0,0,1,0
12527,50,"M",1728.75,"Medium","Master",5,74.89,173.53,22.97,879,6,5,0,1,"Durrës","Urban",0,0,1,0
12528,74,"M",2217.86,"Medium","High School",5,27.87,66.76,14.38,240,8,8,0,1,"Tiranë","Urban",0,0,1,0
12529,37,"F",1109.92,"Medium","Bachelor",2,13.49,24.92,7.53,936,5,7,0,0,"Vlorë","Suburban",1,0,1,0
12530,68,"F",1927.61,"High","Bachelor",3,11.49,16.45,5.98,129,7,9,0,1,"Durrës","Urban",1,0,0,1
12531,59,"F",3012.38,"Medium","High School",3,8.5,21.17,5.6,850,9,5,0,0,"Durrës","Suburban",1,0,1,0
12532,70,"M",1947.27,"Medium","Bachelor",4,70.14,137.11,38.55,266,7,6,1,0,"Tiranë","Urban",0,0,1,0
12533,84,"M",589.81,"Medium","Bachelor",3,41.84,86.9,33.1,863,7,5,0,1,"Vlorë","Urban",0,0,1,0
12534,71,"M",1363.63,"High","Bachelor",1,23.33,28.45,8.96,732,7,3,0,1,"Tiranë","Urban",0,0,0,1
12535,30,"F",0,"High","Bachelor",0,0,0,0,NA,5,8,0,0,"Other","Urban",1,0,0,1
12536,38,"F",1597.2,"High","Bachelor",2,64.99,91.04,26.15,693,7,3,0,1,"Durrës","Urban",1,0,0,1
12537,56,"M",294.66,"Medium","Bachelor",4,23.89,53.44,17.98,244,11,6,0,0,"Vlorë","Suburban",0,0,1,0
12538,55,"F",92.99,"Medium","Bachelor",2,123.76,223.05,69.33,813,10,3,0,0,"Shkodër","Suburban",1,0,1,0
12539,61,"M",1396.28,"Medium","Bachelor",1,66.57,118.52,39.5,182,7,4,0,0,"Tiranë","Urban",0,0,1,0
12540,58,"F",3620.66,"Very High","Bachelor",3,16.67,28.01,9.82,340,6,4,0,1,"Durrës","Urban",1,0,0,0
12541,49,"F",937.09,"Medium","High School",0,0,0,0,NA,9,3,0,1,"Other","Urban",1,0,1,0
12542,22,"F",2025.52,"Very High","Bachelor",1,32.57,46.83,10.63,76,6,3,0,1,"Other","Rural",1,0,0,0
12543,66,"M",2065.75,"Medium","High School",3,34.33,34.57,16.19,1000,10,5,0,0,"Durrës","Urban",0,0,1,0
12544,47,"M",2950.54,"Medium","High School",2,18.57,45.58,5.72,911,8,4,0,0,"Tiranë","Urban",0,0,1,0
12545,53,"M",1104.42,"High","Master",1,58.63,98.28,43.6,452,11,12,0,0,"Tiranë","Suburban",0,0,0,1
12546,62,"F",0,"Low","High School",3,42.68,89.37,22.98,189,15,3,1,0,"Tiranë","Urban",1,1,0,0
12547,27,"F",1916.81,"Medium","High School",4,40.24,98.79,29.13,812,10,3,0,1,"Tiranë","Urban",1,0,1,0
12548,77,"F",431,"Low","Bachelor",6,8.4,10.2,5.07,743,8,9,0,1,"Tiranë","Suburban",1,1,0,0
12549,86,"F",2580.79,"Low","High School",2,31.95,34.91,20.58,18,8,3,0,1,"Durrës","Urban",1,1,0,0
12550,69,"F",1188.18,"Medium","High School",3,19.1,37.35,11.08,245,6,6,0,0,"Tiranë","Urban",1,0,1,0
12551,65,"F",2929.42,"Medium","Bachelor",2,42.86,74.91,14.5,877,14,6,0,1,"Shkodër","Urban",1,0,1,0
12552,40,"F",1018.54,"High","Bachelor",2,10.93,19.98,7.75,820,9,9,1,1,"Durrës","Suburban",1,0,0,1
12553,40,"M",1261.85,"Low","Bachelor",1,43.76,90.3,18.34,672,11,1,0,1,"Tiranë","Suburban",0,1,0,0
12554,63,"F",964.75,"Medium","Master",3,83.15,207.29,45.02,963,9,2,0,0,"Elbasan","Suburban",1,0,1,0
12555,72,"M",1739.36,"Low","Bachelor",3,25,59.43,11.6,723,5,6,0,1,"Tiranë","Urban",0,1,0,0
12556,75,"F",418.71,"Medium","Bachelor",0,0,0,0,NA,8,3,1,0,"Tiranë","Rural",1,0,1,0
12557,53,"F",934.48,"Very High","High School",3,24.96,55.03,14.77,966,8,6,0,0,"Tiranë","Urban",1,0,0,0
12558,75,"F",2105.6,"Low","Bachelor",1,49.58,88.19,21.17,711,14,2,0,1,"Shkodër","Urban",1,1,0,0
12559,67,"M",703.16,"Medium","Master",5,54.33,123.18,29.9,492,9,6,1,1,"Tiranë","Urban",0,0,1,0
12560,77,"M",1179.82,"High","High School",2,92.32,109.17,65.9,896,5,5,1,0,"Durrës","Urban",0,0,0,1
12561,58,"F",3592.49,"Medium","High School",7,60.01,148.91,46.5,610,7,5,0,0,"Other","Urban",1,0,1,0
12562,41,"M",2247.04,"Medium","Master",4,40.05,46.41,29.59,61,9,2,0,1,"Elbasan","Suburban",0,0,1,0
12563,69,"M",205.95,"Very High","Bachelor",2,80.33,132.89,61.32,525,4,6,0,1,"Durrës","Rural",0,0,0,0
12564,93,"F",3378.92,"Very High","High School",1,61.07,138.29,23.64,48,5,4,0,1,"Durrës","Urban",1,0,0,0
12565,36,"M",0,"Medium","Bachelor",0,0,0,0,NA,4,5,0,0,"Other","Urban",0,0,1,0
12566,45,"F",2092.88,"High","High School",1,49.44,73.68,38.26,337,6,4,0,1,"Vlorë","Rural",1,0,0,1
12567,46,"F",1487.58,"Low","PhD",2,88.37,204.91,44.6,600,6,4,0,1,"Shkodër","Urban",1,1,0,0
12568,50,"M",940.47,"Medium","Bachelor",1,65.05,89.69,47.38,108,1,4,1,1,"Elbasan","Urban",0,0,1,0
12569,37,"F",1336.84,"Low","Bachelor",6,28.65,55.27,12.44,125,3,8,0,1,"Durrës","Suburban",1,1,0,0
12570,70,"F",1248.71,"High","Master",8,42,69.96,23.14,484,9,6,1,1,"Vlorë","Suburban",1,0,0,1
12571,48,"M",895.81,"Medium","High School",5,28.97,39.8,15.93,394,8,5,0,0,"Tiranë","Urban",0,0,1,0
12572,79,"F",2584.19,"Low","Bachelor",3,5.44,10.93,2.44,842,6,3,0,1,"Other","Suburban",1,1,0,0
12573,51,"F",40.66,"Low","High School",1,10.97,12.9,7.82,291,7,3,1,1,"Tiranë","Urban",1,1,0,0
12574,54,"F",2197.59,"Medium","Master",5,38.27,68.76,13.44,768,7,5,0,1,"Other","Rural",1,0,1,0
12575,81,"F",2002.9,"Very High","Bachelor",4,100.07,166.49,30.11,651,9,8,0,0,"Durrës","Suburban",1,0,0,0
12576,41,"M",1828.2,"Low","Master",2,71.26,166.84,36.95,16,5,7,0,1,"Other","Suburban",0,1,0,0
12577,59,"M",2944.37,"Very High","Master",7,56.66,82.11,42.75,747,4,7,0,1,"Tiranë","Suburban",0,0,0,0
12578,44,"M",1749.9,"High","High School",2,7.37,8.43,5.79,372,5,3,1,1,"Tiranë","Urban",0,0,0,1
12579,41,"F",1405.86,"Very High","Master",5,44.99,77.33,15.5,17,3,7,0,0,"Tiranë","Urban",1,0,0,0
12580,78,"M",9.65,"Very High","Bachelor",5,30.34,70.07,14.75,775,4,3,0,1,"Other","Urban",0,0,0,0
12581,61,"M",1665.27,"Very High","Bachelor",3,42.33,87,24.09,308,6,6,0,0,"Vlorë","Suburban",0,0,0,0
12582,51,"M",1761.74,"Low","Bachelor",2,34.4,78.57,19.91,494,14,5,0,1,"Durrës","Urban",0,1,0,0
12583,58,"F",1929.11,"High","Bachelor",2,55.6,97.55,26.61,594,5,8,0,1,"Durrës","Rural",1,0,0,1
12584,58,"M",1135.25,"Low","High School",4,74.68,88.58,50.16,47,8,3,0,1,"Elbasan","Suburban",0,1,0,0
12585,86,"M",2027.04,"Low","Bachelor",2,32.08,33.87,17.77,330,9,4,0,0,"Elbasan","Urban",0,1,0,0
12586,68,"F",2273.97,"Low","Bachelor",5,18.86,19.44,7.31,767,10,5,0,1,"Other","Urban",1,1,0,0
12587,60,"F",1105.45,"Medium","High School",4,20.93,29.57,14.88,340,7,7,0,0,"Tiranë","Urban",1,0,1,0
12588,41,"M",1699.28,"High","High School",3,62.38,126.66,29.44,489,4,7,0,0,"Elbasan","Suburban",0,0,0,1
12589,54,"M",1053.15,"Low","High School",2,23.15,41.26,16.9,873,6,6,0,0,"Durrës","Suburban",0,1,0,0
12590,50,"F",1604.6,"Medium","Bachelor",0,0,0,0,NA,9,5,0,1,"Tiranë","Suburban",1,0,1,0
12591,24,"M",1683,"Medium","PhD",4,47.58,102.13,32.22,12,10,3,0,1,"Tiranë","Suburban",0,0,1,0
12592,43,"M",1562.63,"High","High School",2,21.02,35.31,12.4,960,5,5,1,0,"Elbasan","Suburban",0,0,0,1
12593,48,"F",1793.17,"Low","Bachelor",3,44.4,104.78,15.27,572,4,3,0,1,"Elbasan","Urban",1,1,0,0
12594,61,"F",1463.72,"Medium","Master",1,55.5,70.29,34.86,549,10,5,0,0,"Durrës","Urban",1,0,1,0
12595,72,"F",2057.85,"Low","High School",4,42.09,78.14,19.6,341,10,6,0,1,"Shkodër","Urban",1,1,0,0
12596,64,"M",1400.98,"Medium","Bachelor",0,0,0,0,NA,13,4,0,0,"Other","Suburban",0,0,1,0
12597,40,"M",0,"Medium","High School",2,82.96,133.3,49.09,730,11,3,0,0,"Tiranë","Urban",0,0,1,0
12598,65,"M",2737.95,"High","High School",6,60.53,121.2,29.41,24,6,3,0,1,"Other","Rural",0,0,0,1
12599,46,"M",2412.1,"Medium","Master",4,8.29,19.08,2.79,834,10,7,0,1,"Elbasan","Urban",0,0,1,0
12600,62,"M",2269.73,"Medium","Master",2,41.09,58.76,27.91,462,7,5,0,1,"Durrës","Rural",0,0,1,0
12601,58,"M",2554.08,"Low","Bachelor",0,0,0,0,NA,8,5,0,0,"Tiranë","Suburban",0,1,0,0
12602,33,"F",2191.89,"Medium","Bachelor",4,11.71,13.9,5.18,851,5,4,0,0,"Shkodër","Suburban",1,0,1,0
12603,49,"F",1337.67,"High","High School",3,25.54,30.77,12.45,411,8,4,0,0,"Shkodër","Urban",1,0,0,1
12604,85,"M",280.83,"Medium","Master",4,9.83,16.36,3.56,482,8,6,0,0,"Tiranë","Suburban",0,0,1,0
12605,27,"M",670.6,"High","Bachelor",2,17.51,38.78,6,21,9,2,0,1,"Vlorë","Urban",0,0,0,1
12606,38,"F",2095.33,"High","High School",2,9.54,20.58,3.59,325,4,2,1,1,"Elbasan","Urban",1,0,0,1
12607,72,"M",1216.6,"Medium","Bachelor",1,3.4,4.39,1.36,223,7,2,1,0,"Durrës","Urban",0,0,1,0
12608,55,"M",1112.69,"Low","High School",2,11.82,25.12,8.11,680,8,6,0,0,"Tiranë","Suburban",0,1,0,0
12609,51,"F",2884.5,"Low","Bachelor",2,14.52,17.88,11.35,658,6,2,0,1,"Other","Urban",1,1,0,0
12610,33,"F",1694.85,"High","High School",4,53.16,74.35,17.61,523,8,11,0,1,"Other","Suburban",1,0,0,1
12611,52,"F",1317.63,"Medium","Master",3,33.38,47.02,25.06,211,10,6,0,1,"Tiranë","Suburban",1,0,1,0
12612,25,"F",2710.06,"Medium","PhD",1,51.11,51.32,30.7,332,10,4,0,0,"Durrës","Suburban",1,0,1,0
12613,63,"F",624.35,"High","PhD",6,29.4,43.24,11.46,725,9,5,0,1,"Durrës","Suburban",1,0,0,1
12614,85,"M",1335.33,"High","Master",1,28.02,64.28,20.86,967,8,5,0,1,"Shkodër","Suburban",0,0,0,1
12615,48,"M",389.84,"High","High School",1,35.14,38.74,12.04,93,5,7,0,1,"Other","Rural",0,0,0,1
12616,51,"F",1306.58,"Very High","Master",3,17.52,29.79,13.06,118,6,6,0,1,"Shkodër","Urban",1,0,0,0
12617,45,"F",1524.17,"High","High School",2,28.54,58.61,13.27,582,11,5,1,1,"Tiranë","Suburban",1,0,0,1
12618,18,"F",2272.73,"Low","High School",1,16.18,24.12,9.33,714,4,4,0,1,"Tiranë","Urban",1,1,0,0
12619,95,"M",1843.88,"Very High","High School",2,38.21,86.44,25.9,253,8,7,1,1,"Durrës","Urban",0,0,0,0
12620,87,"F",1849.74,"Medium","Master",8,31.06,67.98,10.9,737,9,13,0,1,"Other","Rural",1,0,1,0
12621,72,"F",1189.75,"Medium","High School",5,16.54,38.4,11.16,204,8,2,0,0,"Tiranë","Suburban",1,0,1,0
12622,52,"F",1562.89,"Medium","Bachelor",1,37.94,58.48,26.95,521,11,7,1,1,"Durrës","Suburban",1,0,1,0
12623,18,"F",949.08,"Low","Bachelor",5,49.93,73.41,37.01,670,9,3,0,0,"Other","Rural",1,1,0,0
12624,51,"M",1343.1,"High","Bachelor",1,12.63,30.73,4.92,249,9,1,0,1,"Vlorë","Urban",0,0,0,1
12625,43,"M",2557.05,"Medium","Master",2,46.43,91.07,18.41,972,9,2,0,0,"Tiranë","Suburban",0,0,1,0
12626,83,"M",2686.43,"High","Bachelor",3,162.06,218.42,127.02,193,5,2,0,0,"Durrës","Urban",0,0,0,1
12627,26,"M",1154.85,"Low","Bachelor",3,24.62,38.13,18.99,693,6,6,0,0,"Tiranë","Rural",0,1,0,0
12628,28,"M",2012.17,"Low","Master",4,51.09,83.6,24.8,582,7,3,0,1,"Tiranë","Suburban",0,1,0,0
12629,21,"F",699.5,"Very High","PhD",3,73.6,146.94,36.57,236,8,3,0,1,"Shkodër","Rural",1,0,0,0
12630,34,"F",1444.09,"Medium","PhD",4,75.92,169.21,49.01,538,9,4,0,0,"Durrës","Urban",1,0,1,0
12631,20,"M",1285.81,"Low","Master",2,23.74,48.49,18.05,288,11,4,0,0,"Vlorë","Urban",0,1,0,0
12632,72,"F",1537.61,"Low","High School",2,15.55,29.95,7.06,110,7,5,1,0,"Tiranë","Urban",1,1,0,0
12633,61,"M",745.86,"Very High","Master",3,43.87,62.36,22.45,543,9,4,0,1,"Durrës","Rural",0,0,0,0
12634,49,"M",543.48,"Medium","Bachelor",5,32.44,57.47,25.3,555,11,6,0,1,"Tiranë","Urban",0,0,1,0
12635,35,"M",0,"Medium","Bachelor",1,50.24,107.69,25.06,993,8,4,0,1,"Durrës","Rural",0,0,1,0
12636,48,"M",1274.19,"Very High","Bachelor",1,43.13,90.55,29.49,548,10,5,0,1,"Durrës","Urban",0,0,0,0
12637,55,"M",1644.32,"Medium","Bachelor",4,47.68,114.3,34.73,821,5,7,1,1,"Durrës","Suburban",0,0,1,0
12638,26,"M",0,"Medium","Bachelor",3,34.93,51.6,23.44,807,9,6,0,1,"Other","Urban",0,0,1,0
12639,55,"F",1285.05,"Medium","Bachelor",2,46.36,102.39,16.27,171,9,4,0,1,"Tiranë","Urban",1,0,1,0
12640,58,"M",2483.93,"High","Bachelor",1,75.8,105.32,53.24,707,6,5,1,0,"Vlorë","Urban",0,0,0,1
12641,77,"M",1185.05,"Low","Bachelor",1,4.52,9.9,3.61,731,10,3,0,1,"Shkodër","Suburban",0,1,0,0
12642,20,"F",2843.8,"Medium","High School",2,87.33,188.38,48.8,52,12,3,0,1,"Vlorë","Suburban",1,0,1,0
12643,82,"M",798.65,"Medium","Bachelor",0,0,0,0,NA,7,5,0,1,"Durrës","Urban",0,0,1,0
12644,42,"F",2055.81,"Very High","PhD",0,0,0,0,NA,4,0,0,1,"Tiranë","Urban",1,0,0,0
12645,82,"F",1297.97,"Low","High School",5,63.95,85.65,19.19,883,6,5,0,0,"Elbasan","Urban",1,1,0,0
12646,77,"F",1201.49,"High","Bachelor",3,22.43,28.97,17.48,427,8,4,0,1,"Tiranë","Urban",1,0,0,1
12647,95,"F",2780.57,"Very High","Bachelor",2,63.17,108.08,36.79,201,5,2,0,1,"Tiranë","Urban",1,0,0,0
12648,57,"F",2283.2,"Medium","Bachelor",3,46.47,109.44,33.65,936,17,3,0,1,"Tiranë","Rural",1,0,1,0
12649,63,"M",991.81,"High","High School",2,131.4,296.14,92.03,752,7,4,0,0,"Shkodër","Urban",0,0,0,1
12650,91,"F",2624.09,"Medium","Bachelor",2,36.92,57.99,25.41,55,10,3,1,1,"Other","Suburban",1,0,1,0
12651,41,"F",963.36,"High","Bachelor",7,46.23,67.42,20.63,85,8,4,1,1,"Tiranë","Rural",1,0,0,1
12652,41,"M",2219.11,"Low","High School",3,54.82,69.86,20.4,834,5,3,0,1,"Durrës","Suburban",0,1,0,0
12653,59,"M",2305.5,"High","High School",1,25.78,38.26,10.12,238,10,3,0,1,"Vlorë","Urban",0,0,0,1
12654,35,"M",0,"Very High","Bachelor",2,77.2,81.67,32.73,146,6,5,0,1,"Tiranë","Urban",0,0,0,0
12655,57,"M",1728.56,"Medium","Bachelor",2,35.98,58.37,18.11,281,10,5,0,1,"Durrës","Urban",0,0,1,0
12656,52,"M",1021.2,"Medium","PhD",1,28.82,63.36,22.55,98,11,2,0,1,"Other","Urban",0,0,1,0
12657,69,"F",1098.75,"Medium","Master",6,28.67,68.47,10.01,964,6,8,0,1,"Durrës","Urban",1,0,1,0
12658,77,"F",2204.42,"Low","Bachelor",3,42.63,63.55,25.87,992,10,8,0,0,"Other","Urban",1,1,0,0
12659,33,"M",1930.22,"Medium","Master",2,36.55,47.36,23.53,44,7,1,0,1,"Tiranë","Suburban",0,0,1,0
12660,57,"M",1834.59,"Medium","Bachelor",3,95.27,225.04,40.57,921,13,6,0,0,"Durrës","Suburban",0,0,1,0
12661,28,"M",2154.48,"Medium","High School",1,26.07,41.9,19.27,701,5,4,0,0,"Tiranë","Suburban",0,0,1,0
12662,82,"F",886.04,"Medium","Bachelor",3,49.75,63.48,28.51,524,7,7,0,0,"Other","Urban",1,0,1,0
12663,34,"F",1583.72,"High","Master",2,35.58,73.93,13.46,505,11,7,0,1,"Tiranë","Urban",1,0,0,1
12664,60,"F",642.02,"High","Master",4,68.75,157.24,35.73,456,11,2,1,1,"Other","Urban",1,0,0,1
12665,36,"F",2023.09,"Low","Master",2,30.72,52.54,14.88,375,8,4,0,0,"Other","Urban",1,1,0,0
12666,69,"F",1642.44,"High","Bachelor",5,95.02,98.14,67.55,82,4,5,0,1,"Durrës","Urban",1,0,0,1
12667,45,"F",1958.38,"High","High School",2,36.98,58.55,25.48,64,13,4,0,1,"Other","Urban",1,0,0,1
12668,70,"M",2145.34,"Low","Master",4,31.2,39.5,9.82,157,7,5,1,0,"Other","Urban",0,1,0,0
12669,65,"M",371.62,"Medium","Bachelor",4,130.71,319.02,64.75,9,9,7,0,1,"Other","Urban",0,0,1,0
12670,49,"F",601.4,"Medium","Bachelor",9,1.53,2.19,0.68,253,9,4,1,1,"Other","Urban",1,0,1,0
12671,42,"M",462.07,"Very High","Bachelor",0,0,0,0,NA,9,4,0,0,"Tiranë","Urban",0,0,0,0
12672,67,"F",1470.96,"Medium","Bachelor",3,46.35,57.75,30.41,837,9,3,0,0,"Other","Suburban",1,0,1,0
12673,50,"F",0,"High","Bachelor",1,88.06,217.43,34.47,882,11,8,0,1,"Tiranë","Suburban",1,0,0,1
12674,44,"M",1786.55,"Very High","High School",3,42.03,85.57,32.52,653,10,6,0,0,"Other","Rural",0,0,0,0
12675,80,"M",1886.4,"High","Master",1,7.78,9.32,4.87,485,7,6,0,1,"Tiranë","Suburban",0,0,0,1
12676,86,"F",690.19,"Medium","Master",3,42.73,86.9,23.67,280,6,2,0,1,"Durrës","Rural",1,0,1,0
12677,85,"M",1972.64,"High","Master",3,9.28,13,4.2,444,8,3,0,1,"Tiranë","Urban",0,0,0,1
12678,79,"F",1582.82,"High","Bachelor",0,0,0,0,NA,9,4,0,0,"Tiranë","Suburban",1,0,0,1
12679,57,"M",1037.92,"High","Master",3,45.1,109.76,21.64,559,9,2,0,1,"Other","Rural",0,0,0,1
12680,74,"F",2087.86,"Low","Bachelor",3,85.59,92.07,56.93,133,11,2,0,1,"Vlorë","Urban",1,1,0,0
12681,45,"M",1020.1,"Medium","Master",1,71.18,109.8,56.62,209,8,6,0,1,"Other","Suburban",0,0,1,0
12682,42,"F",883.83,"Low","Bachelor",1,10.76,14.4,8.03,235,11,6,0,1,"Tiranë","Urban",1,1,0,0
12683,56,"F",1522.86,"Medium","High School",1,29.78,63.71,16,236,12,4,1,0,"Durrës","Suburban",1,0,1,0
12684,63,"F",2195.98,"Medium","High School",1,31.4,68.61,14.22,144,8,4,0,0,"Durrës","Rural",1,0,1,0
12685,72,"M",1847.08,"Low","Master",2,32.51,51.73,14.77,212,6,4,0,1,"Other","Urban",0,1,0,0
12686,42,"F",68.27,"High","Bachelor",1,23.57,41.17,15.28,364,11,7,0,0,"Elbasan","Rural",1,0,0,1
12687,65,"M",2783.95,"Very High","PhD",2,16.95,23.97,5.73,415,5,2,0,0,"Other","Urban",0,0,0,0
12688,33,"M",2225.99,"Medium","High School",4,97.98,193.23,45.31,372,4,5,0,1,"Tiranë","Urban",0,0,1,0
12689,45,"F",2155.4,"High","Bachelor",2,109.24,150.64,51.3,995,4,2,0,1,"Durrës","Urban",1,0,0,1
12690,51,"M",1810.66,"Medium","High School",2,19.19,38.85,14.61,141,4,3,0,0,"Other","Urban",0,0,1,0
12691,23,"F",1821.32,"Very High","Master",4,33.71,59.62,11.3,972,9,7,0,0,"Tiranë","Urban",1,0,0,0
12692,53,"F",0,"Very High","High School",3,52.21,84.59,34.67,394,12,5,1,1,"Tiranë","Rural",1,0,0,0
12693,60,"F",1792.62,"High","PhD",0,0,0,0,NA,8,4,0,0,"Shkodër","Suburban",1,0,0,1
12694,18,"M",752.99,"Medium","High School",2,20.64,51.41,14.26,683,4,4,1,0,"Tiranë","Suburban",0,0,1,0
12695,21,"F",1007.36,"Medium","Bachelor",1,49.97,111.13,17.24,365,7,4,0,1,"Tiranë","Urban",1,0,1,0
12696,53,"F",853.67,"Very High","Master",4,26.04,58.63,17.9,873,8,6,0,1,"Tiranë","Urban",1,0,0,0
12697,25,"M",474.14,"Medium","Bachelor",2,45.68,58.51,31.46,599,6,6,0,1,"Durrës","Urban",0,0,1,0
12698,71,"F",2909,"Very High","Bachelor",1,34.1,51.1,18.25,942,3,5,0,1,"Tiranë","Urban",1,0,0,0
12699,63,"F",2773.19,"Very High","High School",1,80.16,145.02,38.15,194,3,5,1,1,"Tiranë","Urban",1,0,0,0
12700,48,"F",1058.92,"High","Master",0,0,0,0,NA,8,4,0,0,"Durrës","Rural",1,0,0,1
12701,44,"F",1490.89,"Very High","High School",4,112.49,167.27,36.8,111,5,5,1,1,"Tiranë","Rural",1,0,0,0
12702,69,"M",1526.94,"High","High School",2,68.56,89.11,26.03,325,10,4,0,1,"Tiranë","Suburban",0,0,0,1
12703,64,"F",2465.44,"Medium","High School",0,0,0,0,NA,8,7,1,1,"Vlorë","Rural",1,0,1,0
12704,38,"F",870.19,"Medium","High School",2,30.17,68.85,14.85,72,9,4,1,0,"Tiranë","Urban",1,0,1,0
12705,52,"M",1239.86,"High","Bachelor",1,19.08,27.92,14.19,946,8,9,0,0,"Tiranë","Rural",0,0,0,1
12706,42,"F",3856.14,"Medium","High School",2,70.24,83.72,32.02,756,6,5,0,0,"Tiranë","Suburban",1,0,1,0
12707,74,"M",995.74,"Medium","Bachelor",1,11.22,13.59,7.72,832,12,3,1,1,"Durrës","Suburban",0,0,1,0
12708,56,"M",1623.96,"Medium","High School",1,40.34,61.1,28.52,539,4,4,0,1,"Other","Suburban",0,0,1,0
12709,49,"M",1568.25,"Medium","Bachelor",5,55.46,64.98,21.96,703,7,5,0,1,"Vlorë","Urban",0,0,1,0
12710,50,"M",1921.65,"Medium","Bachelor",0,0,0,0,NA,12,3,1,0,"Durrës","Urban",0,0,1,0
12711,80,"F",422.81,"Medium","Bachelor",3,88.48,134.16,69.37,955,11,9,0,1,"Durrës","Urban",1,0,1,0
12712,35,"F",3030.99,"Low","Bachelor",0,0,0,0,NA,7,8,0,0,"Tiranë","Suburban",1,1,0,0
12713,32,"F",2996.37,"High","High School",3,20.94,31.84,7.61,257,5,1,0,1,"Durrës","Urban",1,0,0,1
12714,60,"F",1598.54,"Medium","PhD",2,82.96,190.69,61.47,831,7,4,0,1,"Durrës","Urban",1,0,1,0
12715,83,"F",2529.66,"Low","High School",4,20.02,20.62,15.41,448,2,5,0,0,"Tiranë","Urban",1,1,0,0
